u9,,,,,,,,,,,,,,,,,,
Column1,LME Ni cash price,LME Ni inventory (total),LME Ni inventory (briquette),LME Ni inventory (other forms),Critical Inventory,LME Co cash price,LME Cu cash price,Comex Cu future,Comex Cu future2,LME Al cash price,Fastmarkets- Cobalt LOW,Fastmarkets - Cobalt High,Column2,,,,,
,$/MT,MT,MT,MT,,$/MT,$/MT,$/lb, $/MT ,$/MT,,,,,,,,
,LMNIDY Comdty,LSNI Index,NLSNI BBRI Index,,,LMCODY Comdty,LMCADY Comdty,HGA Comdty,,LMAHDY Comdty,,,,,,,,
,#NAME?,#NAME?,#NAME?,,,#NAME?,#NAME?,#NAME?,,#NAME?,,,,,,,,
Dates,LAST_PRICE,LAST_PRICE,LAST_PRICE,,,LAST_PRICE,LAST_PRICE,LAST_PRICE,,LAST_PRICE,,,,,,,,
#NAME?," $15,074 ",#NAME?,#NAME?,#NAME?,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,,"""""",,,,,,
Sep-15," $9,975 ","451,356","172,338","279,018","100,000","28,191"," $5,365 ", $246 ," $5,420 "," $1,609 ",,"""""",9/1/15,,,,,
Sep-15," $10,073 ","451,044","172,338","278,706","100,000","27,691"," $5,382 ", $246 ," $5,409 "," $1,608 ",,"""""",9/1/15,,,,,
Sep-15," $10,420 ","449,682","172,296","277,386","100,000","28,192"," $5,417 ", $246 ," $5,428 "," $1,618 ",,"""""",9/1/15,,,,,
Sep-15," $10,271 ","447,972","171,060","276,912","100,000","28,193"," $5,390 ", $246 ," $5,428 "," $1,621 ",,"""""",9/1/15,,,,,
Sep-15," $9,888 ","448,320","171,060","277,260","100,000","27,692"," $5,331 ", $242 ," $5,328 "," $1,603 ",,"""""",9/1/15,,,,,
Sep-15," $10,063 ","447,786","169,416","278,370","100,000","27,692"," $5,361 ", $244 ," $5,371 "," $1,595 ",,"""""",9/1/15,,,,,
Sep-15," $10,093 ","449,172","169,758","279,414","100,000","27,693"," $5,387 ", $246 ," $5,422 "," $1,612 ",,"""""",9/1/15,,,,,
Sep-15," $9,959 ","450,330","170,052","280,278","100,000","27,694"," $5,406 ", $246 ," $5,423 "," $1,622 ",,"""""",9/1/15,,,,,
Sep-15," $9,644 ","453,000","170,928","282,072","100,000","27,693"," $5,273 ", $240 ," $5,294 "," $1,616 ",,"""""",9/1/15,,,,,
Sep-15," $9,829 ","454,122","170,880","283,242","100,000","27,691"," $5,281 ", $241 ," $5,317 "," $1,607 ",,"""""",9/1/15,,,,,
Sep-15," $9,655 ","452,694","171,270","281,424","100,000","27,693"," $5,090 ", $232 ," $5,120 "," $1,577 ",,"""""",9/1/15,,,,,
Sep-15," $9,719 ","454,026","171,270","282,756","100,000","27,693"," $5,069 ", $233 ," $5,126 "," $1,565 ",,"""""",9/1/15,,,,,
Sep-15," $9,875 ","454,812","171,990","282,822","100,000","27,694"," $5,066 ", $234 ," $5,148 "," $1,569 ",,"""""",9/1/15,,,,,
Sep-15," $9,918 ","454,812","171,990","282,822","100,000","27,695"," $5,043 ", $232 ," $5,099 "," $1,557 ",,"""""",9/1/15,,,,,
Sep-15," $9,844 ","452,286","171,132","281,154","100,000","27,691"," $4,980 ", $229 ," $5,034 "," $1,537 ",,"""""",9/1/15,,,,,
Sep-15," $9,842 ","451,500","169,692","281,808","100,000","27,691"," $4,987 ", $228 ," $5,029 "," $1,551 ",,"""""",9/1/15,,,,,
Sep-15," $10,366 ","452,070","170,160","281,910","100,000","27,690"," $5,177 ", $237 ," $5,213 "," $1,567 ",,"""""",9/1/15,,,,,
Oct-15," $10,015 ","452,634","170,148","282,486","100,000","27,436"," $5,110 ", $233 ," $5,140 "," $1,555 ",,"""""",10/1/15,,,,,
Oct-15," $9,994 ","453,246","170,736","282,510","100,000","27,437"," $5,112 ", $235 ," $5,185 "," $1,546 ",,"""""",10/1/15,,,,,
Oct-15," $9,907 ","453,450","170,736","282,714","100,000","27,687"," $5,191 ", $238 ," $5,248 "," $1,552 ",,"""""",10/1/15,,,,,
Oct-15," $9,918 ","449,034","166,650","282,384","100,000","27,686"," $5,193 ", $238 ," $5,247 "," $1,540 ",,"""""",10/1/15,,,,,
Oct-15," $10,131 ","446,400","165,138","281,262","100,000","27,685"," $5,196 ", $239 ," $5,263 "," $1,561 ",,"""""",10/1/15,,,,,
Oct-15," $10,138 ","443,592","164,274","279,318","100,000","27,686"," $5,149 ", $237 ," $5,210 "," $1,544 ",,"""""",10/1/15,,,,,
Oct-15," $10,463 ","441,492","163,620","277,872","100,000","27,436"," $5,310 ", $243 ," $5,352 "," $1,597 ",,"""""",10/1/15,,,,,
Oct-15," $10,614 ","439,794","162,684","277,110","100,000","27,432"," $5,329 ", $244 ," $5,365 "," $1,577 ",,"""""",10/1/15,,,,,
Oct-15," $10,440 ","439,740","162,174","277,566","100,000","27,432"," $5,288 ", $241 ," $5,298 "," $1,575 ",,"""""",10/1/15,,,,,
Oct-15," $10,442 ","439,038","161,538","277,500","100,000","27,432"," $5,317 ", $243 ," $5,346 "," $1,573 ",,"""""",10/1/15,,,,,
Oct-15," $10,529 ","438,618","161,628","276,990","100,000","27,183"," $5,325 ", $244 ," $5,363 "," $1,552 ",,"""""",10/1/15,,,,,
Oct-15," $10,555 ","438,258","162,882","275,376","100,000","27,684"," $5,304 ", $242 ," $5,327 "," $1,548 ",,"""""",10/1/15,,,,,
Oct-15," $10,348 ","437,640","162,780","274,860","100,000","27,679"," $5,209 ", $239 ," $5,261 "," $1,522 ",,"""""",10/1/15,,,,,
Oct-15," $10,367 ","434,994","160,290","274,704","100,000","27,678"," $5,205 ", $239 ," $5,253 "," $1,513 ",,"""""",10/1/15,,,,,
Oct-15," $10,246 ","435,450","160,374","275,076","100,000","27,678"," $5,181 ", $238 ," $5,239 "," $1,476 ",,"""""",10/1/15,,,,,
Oct-15," $10,405 ","434,232","160,326","273,906","100,000","27,179"," $5,242 ", $240 ," $5,283 "," $1,452 ",,"""""",10/1/15,,,,,
Oct-15," $10,489 ","429,720","158,802","270,918","100,000","27,180"," $5,183 ", $237 ," $5,221 "," $1,460 ",,"""""",10/1/15,,,,,
Oct-15," $10,430 ","428,370","157,404","270,966","100,000","27,426"," $5,202 ", $237 ," $5,228 "," $1,442 ",,"""""",10/1/15,,,,,
Oct-15," $10,547 ","428,232","157,170","271,062","100,000","27,426"," $5,229 ", $238 ," $5,249 "," $1,442 ",,"""""",10/1/15,,,,,
Oct-15," $10,585 ","428,220","156,720","271,500","100,000","27,925"," $5,211 ", $239 ," $5,257 "," $1,451 ",,"""""",10/1/15,,,,,
Oct-15," $10,364 ","427,512","156,528","270,984","100,000","27,671"," $5,143 ", $236 ," $5,191 "," $1,440 ",,"""""",10/1/15,,,,,
Oct-15," $10,046 ","426,030","155,172","270,858","100,000","26,922"," $5,130 ", $235 ," $5,169 "," $1,447 ",,"""""",10/1/15,,,,,
Nov-15," $10,104 ","423,876","153,264","270,612","100,000","25,917"," $5,140 ", $235 ," $5,175 "," $1,463 ",,"""""",11/1/15,,,,,
Nov-15," $9,878 ","422,844","151,908","270,936","100,000","25,666"," $5,141 ", $236 ," $5,197 "," $1,472 ",,"""""",11/1/15,,,,,
Nov-15," $9,835 ","428,088","157,140","270,948","100,000","25,666"," $5,146 ", $235 ," $5,183 "," $1,478 ",,"""""",11/1/15,,,,,
Nov-15," $9,771 ","427,518","157,116","270,402","100,000","25,366"," $5,021 ", $229 ," $5,054 "," $1,495 ",,"""""",11/1/15,,,,,
Nov-15," $9,600 ","424,188","156,414","267,774","100,000","26,167"," $4,994 ", $229 ," $5,042 "," $1,509 ",,"""""",11/1/15,,,,,
Nov-15," $9,548 ","423,522","155,730","267,792","100,000","25,663"," $4,973 ", $228 ," $5,013 "," $1,499 ",,"""""",11/1/15,,,,,
Nov-15," $9,473 ","418,716","150,624","268,092","100,000","25,662"," $4,940 ", $226 ," $4,971 "," $1,496 ",,"""""",11/1/15,,,,,
Nov-15," $9,626 ","418,770","150,624","268,146","100,000","25,661"," $4,956 ", $226 ," $4,976 "," $1,509 ",,"""""",11/1/15,,,,,
Nov-15," $9,376 ","418,728","150,624","268,104","100,000","24,310"," $4,836 ", $222 ," $4,891 "," $1,481 ",,"""""",11/1/15,,,,,
Nov-15," $9,390 ","418,056","149,892","268,164","100,000","23,963"," $4,829 ", $221 ," $4,877 "," $1,479 ",,"""""",11/1/15,,,,,
Nov-15," $9,272 ","416,028","148,446","267,582","100,000","23,857"," $4,694 ", $217 ," $4,779 "," $1,451 ",,"""""",11/1/15,,,,,
Nov-15," $9,068 ","412,956","145,446","267,510","100,000","23,655"," $4,699 ", $215 ," $4,744 "," $1,457 ",,"""""",11/1/15,,,,,
Nov-15," $8,940 ","415,884","148,128","267,756","100,000","23,655"," $4,633 ", $212 ," $4,680 "," $1,456 ",,"""""",11/1/15,,,,,
Nov-15," $8,912 ","415,452","147,576","267,876","100,000","23,156"," $4,652 ", $213 ," $4,683 "," $1,453 ",,"""""",11/1/15,,,,,
Nov-15," $8,693 ","414,684","147,024","267,660","100,000","23,157"," $4,606 ", $210 ," $4,622 "," $1,436 ",,"""""",11/1/15,,,,,
Nov-15," $8,267 ","412,572","145,290","267,282","100,000","23,153"," $4,513 ", $207 ," $4,550 "," $1,426 ",,"""""",11/1/15,,,,,
Nov-15," $8,736 ","411,984","144,696","267,288","100,000","23,153"," $4,625 ", $212 ," $4,660 "," $1,437 ",,"""""",11/1/15,,,,,
Nov-15," $8,875 ","411,846","144,492","267,354","100,000","23,152"," $4,562 ", $209 ," $4,612 "," $1,450 ",,"""""",11/1/15,,,,,
Nov-15," $9,165 ","411,228","142,806","268,422","100,000","23,154"," $4,652 ", $209 ," $4,612 "," $1,494 ",,"""""",11/1/15,,,,,
Nov-15," $8,742 ","411,246","142,734","268,512","100,000","23,905"," $4,591 ", $210 ," $4,632 "," $1,450 ",,"""""",11/1/15,,,,,
Nov-15," $8,865 ","408,360","140,064","268,296","100,000","24,651"," $4,599 ", $209 ," $4,612 "," $1,437 ",,"""""",11/1/15,,,,,
Dec-15," $8,944 ","405,234","136,896","268,338","100,000","24,275"," $4,643 ", $212 ," $4,663 "," $1,462 ",,"""""",12/1/15,,,,,
Dec-15," $8,943 ","403,230","136,122","267,108","100,000","24,150"," $4,568 ", $208 ," $4,579 "," $1,478 ",,"""""",12/1/15,,,,,
Dec-15," $8,813 ","400,992","135,774","265,218","100,000","23,651"," $4,561 ", $211 ," $4,639 "," $1,467 ",,"""""",12/1/15,,,,,
Dec-15," $8,946 ","396,672","133,968","262,704","100,000","23,651"," $4,611 ", $213 ," $4,681 "," $1,506 ",,"""""",12/1/15,,,,,
Dec-15," $8,724 ","394,656","133,086","261,570","100,000","23,647"," $4,558 ", $209 ," $4,613 "," $1,478 ",,"""""",12/1/15,,,,,
Dec-15," $8,656 ","393,978","132,354","261,624","100,000","24,146"," $4,592 ", $209 ," $4,613 "," $1,470 ",,"""""",12/1/15,,,,,
Dec-15," $8,640 ","393,228","131,598","261,630","100,000","24,146"," $4,583 ", $210 ," $4,633 "," $1,488 ",,"""""",12/1/15,,,,,
Dec-15," $8,487 ","399,888","137,472","262,416","100,000","23,150"," $4,590 ", $211 ," $4,649 "," $1,493 ",,"""""",12/1/15,,,,,
Dec-15," $8,657 ","406,308","140,976","265,332","100,000","22,650"," $4,701 ", $215 ," $4,746 "," $1,487 ",,"""""",12/1/15,,,,,
Dec-15," $8,709 ","409,014","145,608","263,406","100,000","23,148"," $4,664 ", $215 ," $4,740 "," $1,501 ",,"""""",12/1/15,,,,,
Dec-15," $8,506 ","423,516","160,248","263,268","100,000","23,150"," $4,553 ", $210 ," $4,630 "," $1,472 ",,"""""",12/1/15,,,,,
Dec-15," $8,707 ","438,474","176,148","262,326","100,000","24,250"," $4,605 ", $212 ," $4,659 "," $1,486 ",,"""""",12/1/15,,,,,
Dec-15," $8,587 ","435,756","175,902","259,854","100,000","24,252"," $4,543 ", $209 ," $4,599 "," $1,487 ",,"""""",12/1/15,,,,,
Dec-15," $8,724 ","438,546","180,852","257,694","100,000","24,150"," $4,685 ", $215 ," $4,743 "," $1,507 ",,"""""",12/1/15,,,,,
Dec-15," $8,848 ","436,584","180,216","256,368","100,000","24,600"," $4,733 ", $218 ," $4,805 "," $1,521 ",,"""""",12/1/15,,,,,
Dec-15," $8,598 ","441,510","188,370","253,140","100,000","24,150"," $4,654 ", $215 ," $4,738 "," $1,517 ",,"""""",12/1/15,,,,,
Dec-15," $8,632 ","445,926","193,122","252,804","100,000","24,154"," $4,716 ", $217 ," $4,770 "," $1,545 ",,"""""",12/1/15,,,,,
Dec-15," $8,600 ","445,332","193,122","252,210","100,000","24,705"," $4,691 ", $216 ," $4,764 "," $1,532 ",,"""""",12/1/15,,,,,
Dec-15," $8,600 ","445,332","193,122","252,210","100,000","24,705"," $4,691 ", $216 ," $4,764 "," $1,532 ",,"""""",12/1/15,,,,,
Dec-15," $8,600 ","445,332","193,122","252,210","100,000","24,705"," $4,691 ", $212 ," $4,666 "," $1,532 ",,"""""",12/1/15,,,,,
Dec-15," $8,707 ","445,368","193,242","252,126","100,000","24,550"," $4,727 ", $217 ," $4,786 "," $1,528 ",,"""""",12/1/15,,,,,
Dec-15," $8,661 ","444,702","193,242","251,460","100,000","24,450"," $4,735 ", $218 ," $4,812 "," $1,520 ",,"""""",12/1/15,,,,,
Dec-15," $8,780 ","441,294","193,008","248,286","100,000","23,950"," $4,706 ", $218 ," $4,791 "," $1,500 ",,"""""",12/1/15,,,,,
Jan-16," $8,780 ","441,294","193,008","248,286","100,000","23,950"," $4,706 ", $218 ," $4,791 "," $1,500 ",,"""""",1/1/16,,,,,
Jan-16," $8,465 ","441,342","193,128","248,214","100,000","23,660"," $4,611 ", $212 ," $4,674 "," $1,468 ",,"""""",1/1/16,,,,,
Jan-16," $8,486 ","441,510","193,440","248,070","100,000","23,660"," $4,643 ", $214 ," $4,711 "," $1,457 ",,"""""",1/1/16,,,,,
Jan-16," $8,573 ","440,358","192,660","247,698","100,000","23,660"," $4,620 ", $212 ," $4,677 "," $1,470 ",,"""""",1/1/16,,,,,
Jan-16," $8,470 ","438,828","192,012","246,816","100,000","23,660"," $4,524 ", $206 ," $4,540 "," $1,470 ",,"""""",1/1/16,,,,,
Jan-16," $8,526 ","438,576","192,054","246,522","100,000","23,660"," $4,483 ", $207 ," $4,548 "," $1,487 ",,"""""",1/1/16,,,,,
Jan-16," $8,235 ","437,040","192,060","244,980","100,000","23,655"," $4,378 ", $202 ," $4,448 "," $1,455 ",,"""""",1/1/16,,,,,
Jan-16," $8,201 ","437,334","192,546","244,788","100,000","23,655"," $4,342 ", $201 ," $4,422 "," $1,449 ",,"""""",1/1/16,,,,,
Jan-16," $8,356 ","436,704","193,152","243,552","100,000","23,654"," $4,388 ", $200 ," $4,411 "," $1,467 ",,"""""",1/1/16,,,,,
Jan-16," $8,543 ","433,968","193,152","240,816","100,000","23,655"," $4,420 ", $202 ," $4,446 "," $1,490 ",,"""""",1/1/16,,,,,
Jan-16," $8,360 ","434,244","193,452","240,792","100,000","23,655"," $4,328 ", $199 ," $4,385 "," $1,476 ",,"""""",1/1/16,,,,,
Jan-16," $8,558 ","433,674","193,182","240,492","100,000","23,652"," $4,378 ", $199 ," $4,385 "," $1,489 ",,"""""",1/1/16,,,,,
Jan-16," $8,563 ","452,742","211,896","240,846","100,000","23,652"," $4,415 ", $202 ," $4,457 "," $1,482 ",,"""""",1/1/16,,,,,
Jan-16," $8,518 ","450,978","209,844","241,134","100,000","23,652"," $4,356 ", $200 ," $4,415 "," $1,464 ",,"""""",1/1/16,,,,,
Jan-16," $8,711 ","450,768","209,694","241,074","100,000","23,004"," $4,433 ", $204 ," $4,490 "," $1,486 ",,"""""",1/1/16,,,,,
Jan-16," $8,673 ","450,174","209,418","240,756","100,000","22,604"," $4,449 ", $204 ," $4,493 "," $1,483 ",,"""""",1/1/16,,,,,
Jan-16," $8,519 ","449,550","209,022","240,528","100,000","21,900"," $4,419 ", $204 ," $4,492 "," $1,475 ",,"""""",1/1/16,,,,,
Jan-16," $8,636 ","450,828","207,906","242,922","100,000","21,900"," $4,546 ", $207 ," $4,564 "," $1,494 ",,"""""",1/1/16,,,,,
Jan-16," $8,621 ","450,186","207,072","243,114","100,000","21,900"," $4,596 ", $210 ," $4,619 "," $1,528 ",,"""""",1/1/16,,,,,
Jan-16," $8,553 ","451,500","208,566","242,934","100,000","22,052"," $4,540 ", $208 ," $4,585 "," $1,516 ",,"""""",1/1/16,,,,,
Jan-16," $8,583 ","448,314","207,498","240,816","100,000","21,802"," $4,570 ", $210 ," $4,623 "," $1,519 ",,"""""",1/1/16,,,,,
Feb-16," $8,419 ","446,676","206,202","240,474","100,000","21,648"," $4,571 ", $209 ," $4,602 "," $1,524 ",,"""""",2/1/16,,,,,
Feb-16," $8,362 ","444,126","203,730","240,396","100,000","22,249"," $4,555 ", $209 ," $4,606 "," $1,504 ",,"""""",2/1/16,,,,,
Feb-16," $8,481 ","443,586","203,610","239,976","100,000","22,550"," $4,639 ", $213 ," $4,688 "," $1,527 ",,"""""",2/1/16,,,,,
Feb-16," $8,507 ","442,182","202,668","239,514","100,000","22,402"," $4,692 ", $216 ," $4,747 "," $1,535 ",,"""""",2/1/16,,,,,
Feb-16," $8,122 ","440,082","200,976","239,106","100,000","22,835"," $4,633 ", $213 ," $4,681 "," $1,495 ",,"""""",2/1/16,,,,,
Feb-16," $8,178 ","439,140","200,706","238,434","100,000","22,482"," $4,613 ", $211 ," $4,642 "," $1,500 ",,"""""",2/1/16,,,,,
Feb-16," $8,056 ","439,068","200,706","238,362","100,000","22,484"," $4,514 ", $206 ," $4,541 "," $1,480 ",,"""""",2/1/16,,,,,
Feb-16," $7,845 ","439,068","200,706","238,362","100,000","22,385"," $4,450 ", $205 ," $4,511 "," $1,482 ",,"""""",2/1/16,,,,,
Feb-16," $7,562 ","438,738","200,706","238,032","100,000","22,093"," $4,454 ", $203 ," $4,470 "," $1,485 ",,"""""",2/1/16,,,,,
Feb-16," $7,790 ","439,104","201,930","237,174","100,000","22,091"," $4,507 ", $205 ," $4,514 "," $1,503 ",,"""""",2/1/16,,,,,
Feb-16," $8,247 ","439,116","201,972","237,144","100,000","21,887"," $4,573 ", $205 ," $4,514 "," $1,514 ",,"""""",2/1/16,,,,,
Feb-16," $8,327 ","438,402","201,006","237,396","100,000","22,339"," $4,561 ", $208 ," $4,585 "," $1,524 ",,"""""",2/1/16,,,,,
Feb-16," $8,381 ","437,442","200,250","237,192","100,000","22,439"," $4,589 ", $211 ," $4,642 "," $1,523 ",,"""""",2/1/16,,,,,
Feb-16," $8,327 ","438,306","201,924","236,382","100,000","22,542"," $4,576 ", $210 ," $4,632 "," $1,529 ",,"""""",2/1/16,,,,,
Feb-16," $8,558 ","435,378","199,224","236,154","100,000","22,591"," $4,624 ", $211 ," $4,643 "," $1,563 ",,"""""",2/1/16,,,,,
Feb-16," $8,752 ","435,762","199,836","235,926","100,000","22,086"," $4,698 ", $214 ," $4,716 "," $1,587 ",,"""""",2/1/16,,,,,
Feb-16," $8,589 ","435,396","199,344","236,052","100,000","22,088"," $4,648 ", $213 ," $4,694 "," $1,558 ",,"""""",2/1/16,,,,,
Feb-16," $8,496 ","445,260","209,388","235,872","100,000","21,838"," $4,647 ", $212 ," $4,678 "," $1,577 ",,"""""",2/1/16,,,,,
Feb-16," $8,318 ","443,010","208,506","234,504","100,000","21,991"," $4,609 ", $210 ," $4,616 "," $1,575 ",,"""""",2/1/16,,,,,
Feb-16," $8,465 ","441,966","209,766","232,200","100,000","22,191"," $4,715 ", $215 ," $4,732 "," $1,577 ",,"""""",2/1/16,,,,,
Feb-16," $8,491 ","441,912","210,234","231,678","100,000","22,585"," $4,706 ", $216 ," $4,750 "," $1,596 ",,"""""",2/1/16,,,,,
Mar-16," $8,654 ","439,932","210,246","229,686","100,000","23,085"," $4,728 ", $217 ," $4,775 "," $1,587 ",,"""""",3/1/16,,,,,
Mar-16," $8,698 ","440,502","211,428","229,074","100,000","23,335"," $4,798 ", $220 ," $4,841 "," $1,606 ",,"""""",3/1/16,,,,,
Mar-16," $8,973 ","438,138","211,050","227,088","100,000","23,339"," $4,865 ", $222 ," $4,880 "," $1,598 ",,"""""",3/1/16,,,,,
Mar-16," $9,317 ","431,874","210,876","220,998","100,000","23,341"," $5,037 ", $228 ," $5,018 "," $1,605 ",,"""""",3/1/16,,,,,
Mar-16," $9,359 ","430,602","211,344","219,258","100,000","23,336"," $5,008 ", $230 ," $5,056 "," $1,604 ",,"""""",3/1/16,,,,,
Mar-16," $8,556 ","427,248","210,168","217,080","100,000","23,336"," $4,878 ", $224 ," $4,927 "," $1,569 ",,"""""",3/1/16,,,,,
Mar-16," $8,858 ","428,664","213,654","215,010","100,000","22,786"," $4,945 ", $225 ," $4,949 "," $1,579 ",,"""""",3/1/16,,,,,
Mar-16," $8,725 ","426,798","213,660","213,138","100,000","22,789"," $4,902 ", $224 ," $4,925 "," $1,551 ",,"""""",3/1/16,,,,,
Mar-16," $8,798 ","424,854","214,380","210,474","100,000","23,091"," $4,987 ", $225 ," $4,954 "," $1,552 ",,"""""",3/1/16,,,,,
Mar-16," $8,574 ","422,730","214,362","208,368","100,000","22,736"," $4,972 ", $225 ," $4,958 "," $1,529 ",,"""""",3/1/16,,,,,
Mar-16," $8,519 ","434,028","227,646","206,382","100,000","23,037"," $4,966 ", $225 ," $4,956 "," $1,505 ",,"""""",3/1/16,,,,,
Mar-16," $8,563 ","435,702","227,754","207,948","100,000","22,888"," $4,950 ", $225 ," $4,965 "," $1,489 ",,"""""",3/1/16,,,,,
Mar-16," $8,858 ","434,838","227,616","207,222","100,000","23,042"," $5,096 ", $231 ," $5,091 "," $1,508 ",,"""""",3/1/16,,,,,
Mar-16," $8,622 ","434,508","227,214","207,294","100,000","23,018"," $5,075 ", $230 ," $5,068 "," $1,497 ",,"""""",3/1/16,,,,,
Mar-16," $8,729 ","432,324","225,582","206,742","100,000","23,040"," $5,089 ", $231 ," $5,094 "," $1,488 ",,"""""",3/1/16,,,,,
Mar-16," $8,750 ","431,148","224,436","206,712","100,000","23,015"," $5,087 ", $231 ," $5,087 "," $1,479 ",,"""""",3/1/16,,,,,
Mar-16," $8,659 ","433,110","225,210","207,900","100,000","22,900"," $4,972 ", $226 ," $4,978 "," $1,467 ",,"""""",3/1/16,,,,,
Mar-16," $8,612 ","432,672","223,914","208,758","100,000","22,876"," $4,977 ", $225 ," $4,960 "," $1,467 ",,"""""",3/1/16,,,,,
Mar-16," $8,612 ","432,672","223,914","208,758","100,000","22,876"," $4,977 ", $225 ," $4,960 "," $1,467 ",,"""""",3/1/16,,,,,
Mar-16," $8,612 ","432,672","223,914","208,758","100,000","22,876"," $4,977 ", $227 ," $5,000 "," $1,467 ",,"""""",3/1/16,,,,,
Mar-16," $8,408 ","434,850","223,428","211,422","100,000","22,846"," $4,919 ", $225 ," $4,947 "," $1,477 ",,"""""",3/1/16,,,,,
Mar-16," $8,386 ","432,672","220,410","212,262","100,000","22,847"," $4,903 ", $223 ," $4,904 "," $1,485 ",,"""""",3/1/16,,,,,
Mar-16," $8,449 ","431,652","220,062","211,590","100,000","21,952"," $4,881 ", $222 ," $4,883 "," $1,511 ",,"""""",3/1/16,,,,,
Apr-16," $8,278 ","431,802","221,292","210,510","100,000","22,603"," $4,860 ", $220 ," $4,845 "," $1,523 ",,"""""",4/1/16,,,,,
Apr-16," $8,324 ","431,856","221,658","210,198","100,000","22,349"," $4,779 ", $218 ," $4,806 "," $1,517 ",,"""""",4/1/16,,,,,
Apr-16," $8,442 ","430,506","221,496","209,010","100,000","22,851"," $4,793 ", $218 ," $4,808 "," $1,499 ",,"""""",4/1/16,,,,,
Apr-16," $8,550 ","432,024","222,696","209,328","100,000","23,102"," $4,805 ", $219 ," $4,824 "," $1,494 ",,"""""",4/1/16,,,,,
Apr-16," $8,351 ","431,136","222,990","208,146","100,000","22,855"," $4,666 ", $213 ," $4,687 "," $1,484 ",,"""""",4/1/16,,,,,
Apr-16," $8,511 ","428,676","222,306","206,370","100,000","22,856"," $4,664 ", $213 ," $4,698 "," $1,504 ",,"""""",4/1/16,,,,,
Apr-16," $8,525 ","428,442","222,912","205,530","100,000","23,103"," $4,679 ", $213 ," $4,700 "," $1,495 ",,"""""",4/1/16,,,,,
Apr-16," $8,830 ","428,640","223,356","205,284","100,000","23,188"," $4,789 ", $219 ," $4,817 "," $1,524 ",,"""""",4/1/16,,,,,
Apr-16," $8,953 ","428,712","223,584","205,128","100,000","23,190"," $4,849 ", $221 ," $4,876 "," $1,547 ",,"""""",4/1/16,,,,,
Apr-16," $8,961 ","427,182","223,056","204,126","100,000","22,696"," $4,848 ", $222 ," $4,883 "," $1,547 ",,"""""",4/1/16,,,,,
Apr-16," $8,881 ","424,212","221,922","202,290","100,000","22,698"," $4,828 ", $220 ," $4,840 "," $1,545 ",,"""""",4/1/16,,,,,
Apr-16," $9,105 ","423,690","221,358","202,332","100,000","22,700"," $4,850 ", $221 ," $4,866 "," $1,582 ",,"""""",4/1/16,,,,,
Apr-16," $9,238 ","424,080","222,102","201,978","100,000","22,701"," $4,955 ", $227 ," $4,992 "," $1,587 ",,"""""",4/1/16,,,,,
Apr-16," $9,296 ","425,220","223,320","201,900","100,000","23,202"," $4,995 ", $228 ," $5,020 "," $1,617 ",,"""""",4/1/16,,,,,
Apr-16," $9,069 ","423,552","223,524","200,028","100,000","23,204"," $5,014 ", $229 ," $5,040 "," $1,626 ",,"""""",4/1/16,,,,,
Apr-16," $9,059 ","420,924","223,074","197,850","100,000","23,204"," $5,043 ", $230 ," $5,065 "," $1,644 ",,"""""",4/1/16,,,,,
Apr-16," $9,096 ","418,998","222,186","196,812","100,000","23,200"," $5,006 ", $229 ," $5,045 "," $1,645 ",,"""""",4/1/16,,,,,
Apr-16," $9,156 ","418,056","222,222","195,834","100,000","22,950"," $4,974 ", $228 ," $5,024 "," $1,642 ",,"""""",4/1/16,,,,,
Apr-16," $9,166 ","416,352","222,498","193,854","100,000","23,200"," $4,914 ", $226 ," $4,976 "," $1,641 ",,"""""",4/1/16,,,,,
Apr-16," $9,261 ","415,752","222,414","193,338","100,000","23,455"," $4,956 ", $227 ," $4,992 "," $1,664 ",,"""""",4/1/16,,,,,
Apr-16," $9,409 ","417,438","225,240","192,198","100,000","23,705"," $5,064 ", $231 ," $5,097 "," $1,670 ",,"""""",4/1/16,,,,,
May-16," $9,409 ","417,438","225,240","192,198","100,000","23,705"," $5,064 ", $230 ," $5,063 "," $1,670 ",,"""""",5/1/16,,,,,
May-16," $9,479 ","417,504","225,594","191,910","100,000","23,197"," $4,928 ", $225 ," $4,965 "," $1,616 ",,"""""",5/1/16,,,,,
May-16," $9,403 ","416,442","225,564","190,878","100,000","23,698"," $4,880 ", $222 ," $4,896 "," $1,615 ",,"""""",5/1/16,,,,,
May-16," $8,979 ","415,134","225,690","189,444","100,000","23,701"," $4,802 ", $219 ," $4,826 "," $1,592 ",,"""""",5/1/16,,,,,
May-16," $9,025 ","415,284","225,690","189,594","100,000","23,703"," $4,826 ", $219 ," $4,828 "," $1,582 ",,"""""",5/1/16,,,,,
May-16," $8,562 ","414,690","226,314","188,376","100,000","23,198"," $4,699 ", $215 ," $4,739 "," $1,543 ",,"""""",5/1/16,,,,,
May-16," $8,668 ","414,714","226,308","188,406","100,000","23,198"," $4,691 ", $214 ," $4,716 "," $1,536 ",,"""""",5/1/16,,,,,
May-16," $8,843 ","414,024","225,774","188,250","100,000","23,198"," $4,718 ", $215 ," $4,739 "," $1,547 ",,"""""",5/1/16,,,,,
