u9,,,,,,,,,,,,,,,,,,
Column1,LME Ni cash price,LME Ni inventory (total),LME Ni inventory (briquette),LME Ni inventory (other forms),Critical Inventory,LME Co cash price,LME Cu cash price,Comex Cu future,Comex Cu future2,LME Al cash price,Fastmarkets- Cobalt LOW,Fastmarkets - Cobalt High,Column2,,,,,
,$/MT,MT,MT,MT,,$/MT,$/MT,$/lb, $/MT ,$/MT,,,,,,,,
,LMNIDY Comdty,LSNI Index,NLSNI BBRI Index,,,LMCODY Comdty,LMCADY Comdty,HGA Comdty,,LMAHDY Comdty,,,,,,,,
,#NAME?,#NAME?,#NAME?,,,#NAME?,#NAME?,#NAME?,,#NAME?,,,,,,,,
Dates,LAST_PRICE,LAST_PRICE,LAST_PRICE,,,LAST_PRICE,LAST_PRICE,LAST_PRICE,,LAST_PRICE,,,,,,,,
#NAME?," $15,074 ",#NAME?,#NAME?,#NAME?,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,,"""""",,,,,,
May-19," $11,980 ","165,132","139,068","26,064","100,000","34,250"," $5,894 ", $268 ," $5,910 "," $1,745 ",35825,"37,038",5/1/19,,,,,
May-19," $11,892 ","165,036","139,044","25,992","100,000","34,250"," $5,901 ", $268 ," $5,911 "," $1,766 ",35825,"37,038",5/1/19,,,,,
May-19," $12,347 ","164,058","138,972","25,086","100,000","33,500"," $5,932 ", $270 ," $5,953 "," $1,771 ",35274,"36,487",5/1/19,,,,,
May-19," $12,347 ","164,058","138,972","25,086","100,000","33,500"," $5,932 ", $270 ," $5,953 "," $1,771 ",35274,"36,487",5/1/19,,,,,
May-19," $12,099 ","165,564","140,466","25,098","100,000","33,500"," $5,941 ", $270 ," $5,945 "," $1,778 ",35274,"36,487",5/1/19,,,,,
May-19," $12,015 ","163,104","138,606","24,498","100,000","33,500"," $5,854 ", $267 ," $5,877 "," $1,766 ",33841,"35,494",5/1/19,,,,,
May-19," $12,140 ","160,290","136,920","23,370","100,000","33,500"," $5,822 ", $266 ," $5,854 "," $1,758 ",33841,"35,494",5/1/19,,,,,
May-19," $11,972 ","158,604","135,390","23,214","100,000","32,000"," $5,806 ", $264 ," $5,817 "," $1,773 ",33841,"35,494",5/1/19,,,,,
Jun-19," $11,820 ","158,946","135,714","23,232","100,000","32,000"," $5,816 ", $265 ," $5,839 "," $1,754 ",33841,"35,494",6/1/19,,,,,
Jun-19," $11,757 ","158,916","135,684","23,232","100,000","32,000"," $5,854 ", $267 ," $5,880 "," $1,761 ",33841,"35,494",6/1/19,,,,,
Jun-19," $11,653 ","164,052","140,808","23,244","100,000","32,000"," $5,783 ", $262 ," $5,779 "," $1,743 ",32959,"34,172",6/1/19,,,,,
Jun-19," $11,594 ","163,986","140,742","23,244","100,000","31,000"," $5,790 ", $265 ," $5,837 "," $1,746 ",32959,"34,172",6/1/19,,,,,
Jun-19," $11,542 ","163,968","140,724","23,244","100,000","28,000"," $5,778 ", $263 ," $5,790 "," $1,733 ",32628,"33,621",6/1/19,,,,,
Jun-19," $11,564 ","163,896","140,676","23,220","100,000","28,000"," $5,860 ", $266 ," $5,863 "," $1,745 ",32628,"33,621",6/1/19,,,,,
Jun-19," $11,807 ","163,878","140,676","23,202","100,000","28,000"," $5,858 ", $267 ," $5,888 "," $1,748 ",32628,"33,621",6/1/19,,,,,
Jun-19," $11,757 ","163,992","140,814","23,178","100,000","28,000"," $5,823 ", $266 ," $5,848 "," $1,760 ",31967,"33,400",6/1/19,,,,,
Jun-19," $11,762 ","163,704","140,526","23,178","100,000","28,000"," $5,831 ", $266 ," $5,854 "," $1,756 ",31967,"33,400",6/1/19,,,,,
Jun-19," $11,792 ","163,122","139,980","23,142","100,000","28,000"," $5,798 ", $263 ," $5,795 "," $1,733 ",31747,"33,400",6/1/19,,,,,
Jun-19," $11,688 ","167,148","144,006","23,142","100,000","28,000"," $5,818 ", $265 ," $5,829 "," $1,728 ",31747,"33,400",6/1/19,,,,,
Jun-19," $11,871 ","167,130","143,916","23,214","100,000","28,000"," $5,925 ", $270 ," $5,953 "," $1,752 ",31747,"33,400",6/1/19,,,,,
Jun-19," $12,021 ","170,088","146,622","23,466","100,000","28,000"," $5,897 ", $268 ," $5,904 "," $1,757 ",31416,"33,069",6/1/19,,,,,
Jun-19," $12,230 ","169,086","145,620","23,466","100,000","28,000"," $5,961 ", $271 ," $5,974 "," $1,757 ",31416,"33,069",6/1/19,,,,,
Jun-19," $12,019 ","168,684","145,392","23,292","100,000","28,000"," $5,958 ", $270 ," $5,956 "," $1,743 ",30534,"31,967",6/1/19,,,,,
Jun-19," $12,070 ","168,876","145,242","23,634","100,000","28,000"," $5,941 ", $271 ," $5,958 "," $1,769 ",30534,"31,967",6/1/19,,,,,
Jun-19," $12,234 ","168,252","145,176","23,076","100,000","28,000"," $6,026 ", $274 ," $6,024 "," $1,791 ",30534,"31,967",6/1/19,,,,,
Jun-19," $12,424 ","164,838","144,276","20,562","100,000","27,860"," $5,971 ", $272 ," $5,981 "," $1,795 ",30314,"31,636",6/1/19,,,,,
Jun-19," $12,658 ","165,480","144,624","20,856","100,000","28,720"," $5,977 ", $272 ," $5,983 "," $1,771 ",30314,"31,636",6/1/19,,,,,
Jun-19," $12,617 ","164,718","143,880","20,838","100,000","28,600"," $5,982 ", $271 ," $5,977 "," $1,780 ",29432,"30,755",6/1/19,,,,,
Jul-19," $12,266 ","161,658","143,280","18,378","100,000","28,600"," $5,938 ", $269 ," $5,921 "," $1,771 ",29432,"30,755",7/1/19,,,,,
Jul-19," $12,005 ","161,448","143,118","18,330",," $28,600 "," $5,869 ", $266 ," $5,868 "," $1,756 ",0,0,7/1/19,,,,,
Jul-19," $12,272 ","158,292","140,328","290,568","100,000"," $28,600 "," $5,909 ", $268 ," $5,910 "," $1,765 ",96342.08716,97995.55548,7/1/19,,,,,
Jul-19," $12,270 ","157,386","139,932","-167,250","100,000"," $28,600 "," $5,909 ", $268 ," $5,910 "," $1,784 ",0,0,7/1/19,,,,,
Jul-19," $12,418 ","157,464","140,208","17,256",," $28,600 "," $5,890 ", $266 ," $5,861 "," $1,784 ",28.77034868,30.09312334,7/1/19,,,,,
Jul-19," $12,676 ","154,740","139,512","15,228",," $28,600 "," $5,873 ", $266 ," $5,857 "," $1,790 ",0,0,7/1/19,,,,,
Jul-19," $12,647 ","154,104","139,428","14,676",," $26,647 "," $5,809 ", $263 ," $5,782 "," $1,807 ",0,0,7/1/19,,,,,
Jul-19," $12,928 ","153,612","139,332","14,280",," $26,650 "," $5,929 ", $269 ," $5,934 "," $1,833 ",0,0,7/1/19,,,,,
Jul-19," $13,073 ","153,420","139,692","13,728",," $26,650 "," $5,948 ", $269 ," $5,920 "," $1,808 ",0,0,7/1/19,,,,,
Jul-19," $13,410 ","150,840","139,398","11,442",," $26,650 "," $5,929 ", $269 ," $5,934 "," $1,802 ",27.88849892,28.8805799,7/1/19,,,,,
Jul-19," $13,595 ","150,324","138,978","11,346",," $27,584 "," $5,976 ", $271 ," $5,971 "," $1,824 ",0,0,7/1/19,,,,,
Jul-19," $14,004 ","149,322","137,976","11,346",," $27,583 "," $6,000 ", $270 ," $5,947 "," $1,832 ",0,0,7/1/19,,,,,
Jul-19," $14,419 ","148,374","137,028","11,346",," $27,583 "," $5,968 ", $272 ," $5,982 "," $1,830 ",0,0,7/1/19,,,,,
Jul-19," $14,817 ","148,230","136,902","11,328",," $27,592 "," $5,971 ", $271 ," $5,969 "," $1,836 ",0,0,7/1/19,,,,,
Jul-19," $14,680 ","147,942","136,818","11,124",," $27,596 "," $6,055 ", $275 ," $6,063 "," $1,824 ",27.66803647,28.43965502,7/1/19,,,,,
Jul-19," $14,256 ","147,624","136,872","10,752",," $27,583 "," $5,997 ", $272 ," $5,996 "," $1,789 ",0,0,7/1/19,,,,,
Jul-19," $14,131 ","146,670","136,332","10,338",," $27,584 "," $5,946 ", $270 ," $5,947 "," $1,788 ",0,0,7/1/19,,,,,
Jul-19," $14,508 ","145,056","136,284","8,772",," $27,584 "," $5,979 ", $271 ," $5,974 "," $1,798 ",0,0,7/1/19,,,,,
Jul-19," $14,032 ","145,500","137,112","8,388",," $27,593 "," $5,987 ", $270 ," $5,955 "," $1,799 ",0,0,7/1/19,,,,,
Jul-19," $14,063 ","145,062","137,040","8,022",," $25,597 "," $5,941 ", $269 ," $5,914 "," $1,777 ",27.11688037,27.88849892,7/1/19,,,,,
Jul-19," $14,325 ","143,988","136,080","7,908",," $25,584 "," $6,000 ", $272 ," $5,985.68 "," $1,787 ",0,0,7/1/19,,,,,
Jul-19," $14,320 ","143,988","136,032","7,956",," $25,584 "," $5,925 ", $268 ," $5,899.78 "," $1,778 ",0,0,7/1/19,,,,,
Jul-19," $14,452 ","143,628","136,032","7,596",," $25,584 "," $5,902 ", $267 ," $5,872.25 "," $1,771 ",26.67595548,28.10896136,7/1/19,,,,,
Aug-19," $14,578 ","143,670","136,074","7,596",," $25,593 "," $5,875 ", $267 ," $5,871.15 "," $1,753 ",0,0,8/1/19,,,,,
Aug-19," $14,578 ","143,670","136,074","7,596",," $25,593 "," $5,875 ", $260 ," $5,715.86 "," $1,753 ",26.89641793,28.66011746,8/1/19,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
